link,toxico,comentario,datahora,tipo
https://g1.globo.com/monitor-da-violencia/noticia/2019/10/03/em-sete-meses-brasil-registra-244-mil-mortes-violentas-queda-e-de-226percent-em-relacao-ao-ano-passado.ghtml,0," Pessoas de bem, sem bens e sem compaixão pelo próximo. E ainda se dizem cristãos. Tsc Tsc Tsc  ",2020-02-25 03:09:04,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Surpresa? Nenhuma...e agora minions? ,2020-02-25 03:09:12,
https://g1.globo.com/ce/ceara/noticia/2019/10/15/ceara-ja-contabiliza-23-tartarugas-mortas-apos-surgimento-de-manchas-de-oleo-no-mar.ghtml,0, Trolador detectado!!! ,2020-02-25 03:09:16,
https://g1.globo.com/mundo/noticia/2019/10/08/brasileiros-que-cruzam-americas-de-moto-enfrentam-ameacas-para-entrar-no-equador.ghtml,0, Não sabiam que brasileiros não precisam de visto nos países da América Latina ?  Só na Guiana Francesa. Entramos com a Carteira de Identidade. ,2020-02-25 03:09:25,
https://g1.globo.com/ce/ceara/noticia/2019/10/15/ceara-ja-contabiliza-23-tartarugas-mortas-apos-surgimento-de-manchas-de-oleo-no-mar.ghtml,0, Exatamente! ,2020-02-25 03:09:29,
https://g1.globo.com/mundo/noticia/2019/10/08/brasileiros-que-cruzam-americas-de-moto-enfrentam-ameacas-para-entrar-no-equador.ghtml,0, Kkkkkkkk imperialismo talkey kkkkkkkk rindo alto aqui!  ,2020-02-25 03:09:36,
https://g1.globo.com/al/alagoas/noticia/2019/10/09/ibama-encontra-manchas-de-oleo-em-trecho-da-foz-do-rio-sao-francisco-em-al.ghtml,0," Serão as manchas de óleo venezuelano na costa brasileira, Drones Tupiniquins do Maduro e seus assessores cubanos ? Coisa sem dono, ou Vingança sórdida como no caso dos Drones na refinaria na Arabia Saudita. ",2020-02-25 03:09:48,
https://g1.globo.com/natureza/noticia/2019/10/06/papa-francisco-diz-que-amazonia-precisa-do-fogo-do-amor-e-nao-do-fogo-ateado-por-interesses-que-destroem.ghtml,0, O G1 só engana idiota... ,2020-02-25 03:09:52,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/10/manifestacao-interdita-av-martin-luther-king-na-zona-norte-do-rio.ghtml,0, Os traficas manda o povão queimar pneus... e num vai não pra vê! ,2020-02-25 03:10:05,
https://g1.globo.com/mundo/noticia/2019/10/21/paises-enfrentam-protestos-ao-redor-do-mundo-veja-mapa-e-motivos.ghtml,0," No mapinha, com mensagem subliminar(vermelho), falto marcar o Brasil. Motivo da ""resistência"": ACABOU A MAMATA. ",2020-02-25 03:10:20,
https://g1.globo.com/monitor-da-violencia/noticia/2019/10/03/em-sete-meses-brasil-registra-244-mil-mortes-violentas-queda-e-de-226percent-em-relacao-ao-ano-passado.ghtml,0," Acordando cedo Bigdoido? Quem diria? Ou chegando em casa agora? Governos estaduais do PT, kkkkk. Exemplo meu Rio Grande do Sul, falido e altamente violento, tanto é verdade que é o estado com maior número de migrações. Seguidamente governado por essa ideologia que te cega. ",2020-02-25 03:10:55,
https://g1.globo.com/politica/eleicoes/2020/noticia/2019/10/04/saiba-quais-regras-vao-vigorar-nas-eleicoes-municipais-de-2020.ghtml,0, PSL Personnalité? Nem morto. ,2020-02-25 03:11:03,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,0," Realmente oscar, será o pior Natal de todos os tempos, podem anotar aí. ",2020-02-25 03:11:10,
https://g1.globo.com/economia/noticia/2019/10/10/venezuela-nega-responsabilidade-por-petroleo-em-praias-do-brasil.ghtml,0, MOTOR À COMBUSTÃO VAI ENTRAR EXTINÇÃO !    ,2020-02-25 03:11:16,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, kkkk São muito amadores...  Renunciaram ao tratamento especial de país emergente na OMC e agora ficaram de mãos abanando. ,2020-02-25 03:11:24,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,1, Cassio gado comedor de capim. ,2020-02-25 03:11:31,Insulto
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/05/pink-e-anitta-estreiam-no-rock-in-rio-em-dia-de-pop-e-funk-o-que-esperar-deste-sabado-5.ghtml,0, `Rock in rio` nao passa de um nome de uma marca que nao condiz mais com o seu proprio nome ,2020-02-25 03:11:48,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/policia-chega-ao-predio-do-casal-garotinho-para-cumprir-mandado-de-prisao.ghtml,0," Os juízes vendedores de sentenças já devem estar de prontidão a espera da melhor oferta para vender o alvará de soltura,considerando a justiça podre que temos por aqui, logo logo eles vão estar em liberdade, suprema corte de bandidos! Gilmar na cadeia! Fora stf! Fora toffoli! Fora Moraes! Fora todos os bandidos dessa corte de bananas! ",2020-02-25 03:11:56,
https://g1.globo.com/politica/noticia/2019/10/30/bolsonaro-diz-que-witzel-lhe-contou-no-dia-9-de-outubro-sobre-o-envolvimento-no-caso-marielle.ghtml,0," Segundo a História Nero colocou fogo em Roma. Bozo vai acabar com o Brasil, começou pela Amazônia, Nordeste , o pior está por vir. Faz Arminha Cambadas ",2020-02-25 03:12:01,
https://g1.globo.com/politica/noticia/2019/10/21/em-meio-a-disputa-por-lideranca-do-psl-eduardo-bolsonaro-destitui-vice-lideres.ghtml,0, Principe das trevas! ,2020-02-25 03:12:06,
https://g1.globo.com/politica/noticia/2019/10/21/em-meio-a-disputa-por-lideranca-do-psl-eduardo-bolsonaro-destitui-vice-lideres.ghtml,0," Luciano Porto, puxasaco e formiga dá em todo lugar! ",2020-02-25 03:12:14,
https://g1.globo.com/politica/noticia/2019/12/03/juiz-federal-homologa-delacao-de-um-dos-suspeitos-de-invadir-celulares-de-moro-e-autoridades.ghtml,0," livre comércio é uma maravilha, n é msm? sqn .. agora começo a entender pq o trump é tão protecionista, o cara só tá protegendo o povo dele dessas palhaçadas ",2020-02-25 03:12:16,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,1," Faz SINAL DE ARMINHA e diga  I LOVE YOU TRUMP. . . Que vcs BOZOACÉFALOS, conseguem uma vaguinha a OCDE . . !! ",2020-02-25 03:12:28,Insulto
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Isso foi o 01 se passando pelo pai para autorizar o outro miliciano a entrar no condomínio  ,2020-02-25 03:12:55,
https://g1.globo.com/politica/noticia/2019/10/21/mourao-maximo-que-governo-pode-fazer-e-ter-gente-para-recolher-oleo-no-litoral-nordestino.ghtml,0," Coloca o Exército ""come e dorme"" para ajudar a população nestas horas é importante... dinheiro ido para Ralo ... ",2020-02-25 03:13:03,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Pessoal, todos já sabem das intenções desse jornalismo sujo e mal caráter. Além de não assistir mais o referido canal, agora estou bloqueando também o site e nunca terei uma assinatura que remeta a tanta mentira. 
Querem ver notícias de qualidade, existem outros canais de notícia como o erre sete ponto com. Não percam mais tempo com eles. O maior golpe deve ser na audiência deles. Sistema rede glo.bo bloqueado com sucesso.  ",2020-02-25 03:13:29,
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml,0, Mas vocês da g são muito tendenciosos! Absurdo! Depois vão reclamar da empresa estar quase quebrada com cobrança de dívidas com a União e retirada de propagandas das estatais! Ótimo bom + Regular somam 62%. Portanto não reprovam! E mesmo se consideramos somente a margem de erro não alterou nada nos últimos sensos! ,2020-02-25 03:13:55,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Marielle vive (enchendo o saco)  ,2020-02-25 03:14:31,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/fas-de-imagine-dragons-que-nao-conseguirao-ir-ao-show-da-banda-no-rock-in-rio-geram-memes-e-lamentam.ghtml,1," inuteis
 ",2020-02-25 03:14:36,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,1, Talvez tenha matado a Marisa por que a Odebrecht não pagou as obras de sua casa ,2020-02-25 03:14:37,Outros
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/fas-de-imagine-dragons-que-nao-conseguirao-ir-ao-show-da-banda-no-rock-in-rio-geram-memes-e-lamentam.ghtml,1," inuteis
 ",2020-02-25 03:14:46,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/fas-de-imagine-dragons-que-nao-conseguirao-ir-ao-show-da-banda-no-rock-in-rio-geram-memes-e-lamentam.ghtml,0," inuteis
 ",2020-02-25 03:14:51,
https://g1.globo.com/politica/noticia/2019/10/30/bolsonaro-diz-que-witzel-lhe-contou-no-dia-9-de-outubro-sobre-o-envolvimento-no-caso-marielle.ghtml,0," E o celso daniel, quando vamos ter uma investigacao por parte da midia? ",2020-02-25 03:15:09,
https://g1.globo.com/economia/noticia/2019/10/15/aneel-vota-nesta-terca-proposta-que-reduz-incentivo-para-quem-quer-gerar-a-propria-energia.ghtml,0, Eles darão um jeiot de tributar algo..kk ,2020-02-25 03:15:19,
https://g1.globo.com/pr/parana/noticia/2019/10/02/lula-atingiu-16-da-pena-em-29-de-setembro-diz-justica.ghtml,1, As pregas dos minions estão lacradas kkkkkkkkkkkkkkkkk ,2020-02-25 03:15:36,Insulto
https://g1.globo.com/pr/parana/noticia/2019/10/02/lula-atingiu-16-da-pena-em-29-de-setembro-diz-justica.ghtml,0," O presidente não quer sair porque, se for para o semiaberto, estará assumindo um crime que não cometeu. Por isso prefere ficar e provar a sua inocência até o fim. Força, presidente. Quando sair, será carregado nos braços do povo trabalhador brasileiro. ",2020-02-25 03:16:01,
https://g1.globo.com/economia/noticia/2019/10/08/mapa-das-privatizacoes-governo-tem-119-projetos-anunciados-e-preve-realizar-mais-22-leiloes-ate-fim-do-ano.ghtml,0, A solução vai ser privatização de tudo? Meu Deus. ,2020-02-25 03:16:10,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,1, Acabou o argumento EsquerdalhaSujo dos LaranjasDoPSL até porque agora os PorcosSocialistasComunistasImundos estão do lado doPSL! Restou apenas o Queiroz e quando ele for preso vai ser o que? Só vai sobrar escrever Bozo! Patéticos! ,2020-02-25 03:16:33,Insulto
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Vamos lá assessores do presidente: mãos à obra para defender seu capitão. Dessa vez a missão é bem difícil, mas vocês estão sendo muito bem pagos para isso! (e com o nosso dinheiro...) ",2020-02-25 03:16:54,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/05/como-o-exercito-de-fas-da-anitta-se-organiza-e-ajudou-a-colocar-a-cantora-no-rock-in-rio.ghtml,0," Ou ""estudantes ou estão em busca do primeiro emprego"". Nem um nem outro. Cérebros de zumbi já derreteram. ",2020-02-25 03:47:38,
https://g1.globo.com/natureza/desastre-ambiental-petroleo-praias/noticia/2019/10/30/oleo-no-nordeste-veja-a-evolucao-das-manchas-e-quando-ocorreu-o-pico-do-desastre-que-completa-2-meses.ghtml,0," Impressionante o que uma turma faz para prejudicar o governo atual já pensando na próxima eleição. Incêndio na Amazonia, Oléo da Venezuela, qual será o proximo atentando ao Brasil? Vamos ver os valores brasileiro que podem sofrer ataques: Atentando no Carnaval?  pixação do Cristo Redentor? até onde vai a imaginação desse povo? So para escravizar uma não carente e sem educação? Vale a pena ser rei de um povo assim?  ",2020-02-25 03:49:12,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Um assassino membro de milícia morar perto do presidente... ,2020-02-25 03:49:39,
https://g1.globo.com/politica/noticia/2019/10/21/mourao-maximo-que-governo-pode-fazer-e-ter-gente-para-recolher-oleo-no-litoral-nordestino.ghtml,0," Nao tem estudo e monitoramente sobre as correntes maritimas, boias com gps, nada? Ao menos será que pensaram em consultar um oceanografo?  ",2020-02-25 03:49:58,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/09/trf-2-autoriza-viagem-de-temer-a-inglaterra-para-dar-palestras.ghtml,1, A pessoa idolatra um condenado em segunda instância que coloca a culpa na defunta e vem falar de integridade...  ,2020-02-25 03:50:19,
https://g1.globo.com/economia/noticia/2019/10/08/mapa-das-privatizacoes-governo-tem-119-projetos-anunciados-e-preve-realizar-mais-22-leiloes-ate-fim-do-ano.ghtml,0," José, o povo não aprende, o povo toma no traseiro por culpa dele mesmo. ",2020-02-25 04:06:08,
https://g1.globo.com/loterias/noticia/2019/10/31/governo-autoriza-a-caixa-a-reajustar-preco-das-apostas-das-loterias-mega-sena-custara-r-450.ghtml,0," ""Acho que, jogando ou não, você tem a mesma chance de ganhar"" (Oscar Wilde, sobre a Mega Sena) ",2020-02-25 04:06:20,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,1," A ESQUERDA PREDESTINOU O BRASIL A SER ETERNAMENTE UM PAÍS DO TERCEIRO MUNDO. HOJE ESTAMOS VENDO A HERANÇA TENEBROSA DEIXADA E PAGANDO UM ALTO PREÇO POR  ISSO. 
AO MENOS OS RESPONSÁVEIS JÁ ESTÃO PRESOS, INCLUSIVE O CHEFÃO MOR, DE CURITIBA E MUITOS MAIS TOMARÃO O MESMO CAMINHO. ENTRAMOS NA FILA, EM BREVE FAREMOS PARTE DO OCDE. ",2020-02-25 04:06:42,Outros
https://g1.globo.com/economia/noticia/2019/10/15/aneel-vota-nesta-terca-proposta-que-reduz-incentivo-para-quem-quer-gerar-a-propria-energia.ghtml,0, eleitores idiotas e presidente burro. ,2020-02-25 04:07:15,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,1," ISSO TUDO É PLANTADO, ESSE PORTEIRO DEVE TER RECEBIDO UMA GRANA DOS PARTIDOS CONTRÁRIOS ",2020-02-25 04:07:25,Outros
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/pink-acrobatica-anitta-em-dobro-e-funk-orquestrado-o-resumo-do-6o-dia-de-rock-in-rio.ghtml,0," Hahahhah imagina, quem liga para playback? ",2020-02-25 04:07:37,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0, SÓ TEM CREDIBILIDADE QUEM MOSTRA A CRA ,2020-02-25 04:07:54,
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml,0," Kkkkk Esse elemento é um mito mesmo, não tem nem 1 ano de governo, mas já consegue ser um verdadeiro fracasso, nesse ritmo , se ele concluir essa lástima chamada de governo, ele vai estar com a popularidade abaixo de zero kkkk
mito kkkkk da imbecilidade!!! ",2020-02-25 04:08:12,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,0, Já teve algum assassinato na sua rua ? Quero que seja feita uma medição com trena em !  ,2020-02-25 04:08:14,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,0," Basta o imposto retornar ao povo em serviços, saúde, educação e dignidade e dignidade que nada disso acontece. No Brasil, por exemplo, não retorna, nem em governos de esquerda nem de direita. No Chile aparentemente também não. Na falida Argentina também não. O povo, de esquerda ou direita, deve cobrar sim seus funcionários. ",2020-02-25 04:08:37,
https://g1.globo.com/educacao/noticia/2019/10/05/g1-lanca-ferramenta-com-informacoes-de-todas-as-escolas-do-brasil.ghtml,0," Não consegui verificar a informação que desejada. A ferramenta de contato com o G1 não ajuda. Você ""conversa"" somente com uma máquina. Portanto, respostas automáticas. Tentei verificar, por exemplo, sobre determinada escola. Não tem qualquer informação sobre ela. A ferramenta de busca é deficiente. Infelizmente uma ótima iniciativa, mas não ajuda !!! ",2020-02-25 04:08:59,
https://g1.globo.com/politica/noticia/2019/10/03/condutas-individuais-nao-podem-macular-dignidade-de-instituicoes-diz-toffoli-a-novo-procurador-geral.ghtml,0, $$$TF VergonhaNacional! ,2020-02-25 04:09:06,
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml,0," Antes que alguém reclame da sequência (reprova---> aprova), é a mesma adotada pela matéria para não haver confusão. ",2020-02-25 04:09:12,
https://g1.globo.com/ba/bahia/noticia/2019/10/10/analise-da-ufba-aponta-que-oleo-que-atinge-litoral-do-ne-e-da-venezuela.ghtml,0," e agora, quanto vai liberar para ufba, confirmar isso?  kkkkkkkkkkkkkkkkkkkkkkkk
já,já sai dinheiro para ufba querem apostar?  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ",2020-02-25 04:09:21,
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml,0," Antes que alguém reclame da sequência (reprova---> aprova), é a mesma adotada pela matéria para não haver confusão. ",2020-02-25 04:09:25,
https://g1.globo.com/politica/noticia/2019/10/03/condutas-individuais-nao-podem-macular-dignidade-de-instituicoes-diz-toffoli-a-novo-procurador-geral.ghtml,1," Seus sangue sugas, vocês sabem o que é democracia??? pelo jeito vocês não sabem, democracia é respeitar o que a maioria quer para o Brasil, e se tem uma coisa que vocês não respeitam é isto, democracia senhores imorais e leis iguais para todos, coisa que no Brasil estamos longe disto, as leis no Brasil depende do tamanho do Bolso, democracia senhores imorais e saúde igual para todos, vocês quando ficam doentes vão aos melhores hospitais do Brasil, e pagam com dinheiro público, pobre morre nas filas dos hospitais públicos. esta e a democracia de vocês???? ",2020-02-25 04:09:43,Insulto
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,0," Salário de rei, auxílio moradia, auxílio combustível, auxílio paletó, cartão corporativo, passagens aéreas gratuitas, plano de saúde gratuito e vitalício, passaporte diplomático,  foro privilegiado e um bando de trouxas que acreditam nas promessas de campanha. ",2020-02-25 04:10:03,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,1, Achei que o Eduardo era a amante do Trump...pelo visto só cede o anos para o presidente americano ,2020-02-25 04:13:05,Outros
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, muuuuuuu kkkkkk ,2020-02-25 04:13:12,
https://g1.globo.com/loterias/noticia/2019/10/31/governo-autoriza-a-caixa-a-reajustar-preco-das-apostas-das-loterias-mega-sena-custara-r-450.ghtml,0," Podia era divulgar os ganhadores pra termos certeza que não há fraude.
Ahhhh, tem medo de aparecer? 
Então não jogue.  ",2020-02-25 04:13:28,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,0," É Claro que não é por causa de passagem de metro é uma desculpa,quem esta por de trás disto ?
 ",2020-02-25 04:13:33,
https://g1.globo.com/politica/noticia/2019/12/03/segunda-turma-torna-renan-calheiros-reu-por-corrupcao-e-lavagem-na-lava-jato.ghtml,0," Finalmente , uma boa notícia ... ",2020-02-25 04:13:36,
https://g1.globo.com/economia/noticia/2019/10/15/novo-limite-para-compras-em-free-shops-de-aeroportos-passa-a-valer-em-janeiro-de-2020.ghtml,0, Eu moro em uma cidade que tem freshop e vem pessoas d eoutros países aonde os produtos que tem aqui não se tem nos deles. A cota vai ajudar muito a economia da nossa cidade.  ,2020-02-25 04:13:43,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/em-cinco-dias-de-rock-in-rio-policia-civil-registrou-719-ocorrencias-durante-o-evento.ghtml,1, Lixos ! ,2020-02-25 04:13:46,Outros
https://g1.globo.com/economia/noticia/2019/10/15/aneel-vota-nesta-terca-proposta-que-reduz-incentivo-para-quem-quer-gerar-a-propria-energia.ghtml,0, Arthur ... da pra ver que vc ama o trump ... mas defender medidas protecionistas para empresas de distribuição e dizer que é medida liberal ! Dá um desconto !!! ,2020-02-25 04:19:30,
https://g1.globo.com/politica/noticia/2019/10/21/mourao-maximo-que-governo-pode-fazer-e-ter-gente-para-recolher-oleo-no-litoral-nordestino.ghtml,0," A obrigação é do nosso governo que, notadamente, ainda não assumiu. ",2020-02-25 04:20:59,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,1, Não vai ter golpe! (sarcasmo)  ,2020-02-25 04:22:24,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0, Não vai ter golpe! (sarcasmo)  ,2020-02-25 04:23:10,
https://g1.globo.com/politica/blog/andreia-sadi/post/2019/10/04/proposta-de-maia-e-de-grupo-do-pacote-anticrime-preve-investigacao-de-milicias-pela-pf.ghtml,0," Essa é a flechada certeira para derrubar o Bozo. Mas ele vai tentar sabotar o trabalho da polícia, com certeza. ",2020-02-25 04:24:04,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Divulgaram ,2020-02-25 04:25:35,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,1, Porque não?? prejudicar a própria economia? ??  Agora sei quem são os jegues ,2020-02-25 04:25:51,Insulto
https://g1.globo.com/politica/noticia/2019/10/21/mourao-maximo-que-governo-pode-fazer-e-ter-gente-para-recolher-oleo-no-litoral-nordestino.ghtml,0," No governo Bozonariano, o meio ambiente está ""ferrado"" de vez, hein? Queimada recorde na Amazônia, e todas as praias do nordeste contaminadas com óleo que não sabem de onde vem. E o governo fica totalmente sem saber o que fazer, se é que quer fazer algo, né? ",2020-02-25 04:26:24,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Rapaz, vocês estão desesperados mesmo, mencionar o PR em uma reportagem baseado nisso, a t3t!nh4 está fazendo falta mesmo ",2020-02-25 04:26:51,
https://g1.globo.com/politica/noticia/2019/10/02/alcolumbre-afirma-que-votacao-do-2a-turno-da-previdencia-pode-ficar-para-depois-do-dia-15.ghtml,0, Esperando a caixinha $$$$$ ,2020-02-25 04:26:59,
https://g1.globo.com/ba/bahia/noticia/2019/10/10/analise-da-ufba-aponta-que-oleo-que-atinge-litoral-do-ne-e-da-venezuela.ghtml,1," Cadê o Papa e o Macron, nessas horas ??? ",2020-02-25 04:27:11,Outros
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/03/francisco-el-hombre-e-monsieur-perine-homenageiam-marielle-e-agatha-no-palco-sunset.ghtml,1," Não trabalham, não estudam. Se drogam o tempo todo e acham que são gente. São não. São fezes. Fezes de Ameba. ",2020-02-25 04:27:21,Insulto
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,1, só o pai dos pobres pode salvar ,2020-02-25 04:28:09,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/empresa-que-tinha-trabalhadores-dormindo-embaixo-do-palco-sunset-e-multada-em-r-30-mil.ghtml,1," Id10tas estão destruindo o mundo,  querem colocar suas frescuras em mundos diferentes dos deles e atrapalham a té o trabalho dos outros, esta gente não devia ser permitida de falar e mostrar sua cara no mundo. ",2020-02-25 04:28:25,Xenofóbico
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,0, Carlos vc sabe interpretar texto?? ???  ,2020-02-25 04:28:35,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, só o pai dos pobres pode salvar ,2020-02-25 04:28:38,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0," Realmente, educação não funciona no Brasil, prova é esse comentário. ",2020-02-25 04:29:02,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,0," Cubanos, na época de Fulgêncio, eram meros serviçais de turistas americanos. Assim, nenhum embargo ocorria, que lindo, não!!!! ",2020-02-25 04:29:02,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, ahahahahahahahahahahahhaah ,2020-02-25 04:29:05,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/policia-chega-ao-predio-do-casal-garotinho-para-cumprir-mandado-de-prisao.ghtml,0, Tem um caminhão de provas contra o casal e mesmo assim conseguem a conivência das autoridades. ,2020-02-25 04:29:15,
